TOS_REF[h],X_CH4_REF [%],X_CO2_REF [%],Coke_REF [w%],,TOS_REF_2[h],X_CH4_REF_2 [%],X_CO2_REF_2 [%],Coke_REF_2 [w%],,TOS_1Mn [h],X_CH4_1Mn [%],X_CO2_1Mn [%],Coke_1Mn [w%],,TOS_1Mn_2 [h],X_CH4_1Mn_2 [%],X_CO2_1Mn_2 [%],Coke_1Mn_2 [w%],,TOS_0.5Mn [h],X_CH4_0.5Mn [%],X_CO2_0.5Mn [%],Coke_0.5Mn [w%],,TOS_0.5Mn_2 [h],X_CH4_0.5Mn_2 [%],X_CO2_0.5Mn_2 [%],Coke_0.5Mn_2 [w%],,TOS_0.25Mn [h],X_CH4_0.25Mn [%],X_CO2_0.25 Mn [%],Coke_0.25Mn [w%],,TOS_0.25Mn_2 [h],X_CH4_0.25Mn_2 [%],X_CO2_0.25 Mn_2 [%],Coke_0.25Mn_2 [w%],,TOS_1Cr [h],X_CH4_1Cr [%],X_CO2_1Cr [%],Coke_1Cr [w%],,TOS_1Cr_2 [h],X_CH4_1Cr_2 [%],X_CO2_1Cr_2 [%],Coke_1Cr_2 [w%],,TOS-0.5Cr [h],X_CH4_0.5Cr [%],X_CO2_0.5Cr [%],Coke_0.5Cr [w%],,TOS-0.5Cr_2 [h],X_CH4_0.5Cr_2 [%],X_CO2_0.5Cr_2 [%],Coke_0.5Cr_2 [w%],,TOS_0.25Cr [h],X_CH4_0.25Cr [%],X_CO2_0.25Cr [%],Coke_0.25Cr [w%],,TOS_0.25Cr_2 [h],X_CH4_0.25Cr_2 [%],X_CO2_0.25Cr_2 [%],Coke_0.25Cr_2 [w%],,TOS_1Fe [h],X_CH4_1Fe [%],X_CO2_1Fe [%],Coke_1Fe [w%],,TOS_1Fe_2 [h],X_CH4_1Fe_2 [%],X_CO2_1Fe_2 [%],Coke_1Fe_2 [w%],,TOS_0.5Fe [h],X_CH4_0.5Fe [%],X_CO2_0.5Fe [%],Coke_0.5Fe [w%],,TOS_0.5Fe_2 [h],X_CH4_0.5Fe_2 [%],X_CO2_0.5Fe_2 [%],Coke_0.5Fe_2 [w%],,TOS_0.25Fe [h],X_CH4_0.25Fe [%],X_CO2_0.25Fe [%],Coke_0.25Fe [w%],,TOS_0.25Fe_2 [h],X_CH4_0.25Fe_2 [%],X_CO2_0.25Fe_2 [%],Coke_0.25Fe_2 [w%]
4.47306,27.45076,38.83011,,,4.47333,26.56552,37.26982,,,4.47361,37.53091,49.7138,,,4.47306,31.5782,42.95905,,,4.47306,41.91843,54.15515,,,4.47361,38.36516,50.3741,,,4.47333,34.22205,44.61458,,,4.47333,34.5145,46.21893,,,4.47361,34.60232,45.88915,,,4.47333,34.71667,45.95029,,,4.47306,36.04784,47.29264,,,4.47333,36.34738,47.73294,,,4.47333,32.43367,43.56956,,,4.47333,38.17177,49.98092,,,4.47333,30.8446,43.85707,,,4.47333,26.88414,39.68354,,,4.47333,42.30192,54.96727,,,4.47333,38.86156,51.16171,,,4.47333,41.20597,53.54598,,,4.47306,42.77137,54.71658,
4.61472,27.24785,38.68038,,,4.61472,26.42469,36.88669,,,4.61528,37.66839,49.43193,,,4.615,31.46697,42.78357,,,4.61472,41.82741,54.1115,,,4.61472,38.3142,50.16195,,,4.61472,33.55556,44.4204,,,4.61528,34.11598,45.88764,,,4.61528,34.34862,45.81674,,,4.61472,34.57474,45.86478,,,4.61472,35.84776,47.21272,,,4.61472,36.28913,47.56642,,,4.61472,32.50225,43.42906,,,4.615,37.89343,49.36652,,,4.615,30.87458,44.23933,,,4.615,26.95058,39.99691,,,4.615,42.43241,55.14144,,,4.61472,38.82935,51.12849,,,4.615,41.02624,53.437,,,4.61444,42.65853,54.74036,
4.75639,27.28192,38.67745,,,4.75667,26.41366,36.83494,,,4.75667,37.61383,49.38856,,,4.75667,31.30854,42.58455,,,4.75639,41.8004,54.08538,,,4.75639,38.31149,50.25044,,,4.75639,33.1583,43.87799,,,4.75667,33.93847,45.62262,,,4.75667,34.26026,45.5757,,,4.75639,34.44918,45.60095,,,4.75667,35.89154,46.99694,,,4.75639,36.14512,47.44082,,,4.75667,32.27867,43.41154,,,4.75667,37.71129,49.25454,,,4.75667,30.82575,44.20709,,,4.75667,26.99055,39.95349,,,4.75667,42.34381,55.01585,,,4.75639,38.73003,51.08777,,,4.75639,40.99248,53.33741,,,4.75611,42.86455,54.63433,
4.89806,27.17483,38.55157,,,4.89833,26.18191,36.78074,,,4.89806,37.5841,49.38308,,,4.89778,31.02768,42.27633,,,4.89806,41.79181,54.00873,,,4.89778,38.19104,49.96135,,,4.89806,33.13689,43.65653,,,4.89806,33.8267,45.36949,,,4.89833,34.29107,45.4648,,,4.89806,34.28159,45.76415,,,4.89833,35.71569,47.03766,,,4.89806,35.9359,47.43242,,,4.89833,32.08126,43.41215,,,4.89833,37.3734,48.79484,,,4.89806,30.90466,44.06875,,,4.89833,27.02702,40.03452,,,4.89833,42.40811,54.98259,,,4.89806,38.69441,51.21474,,,4.89806,40.94934,53.4621,,,4.89778,42.72596,54.73437,
5.03972,27.31632,38.30692,,,5.03972,26.13816,36.79727,,,5.04,37.4395,49.41368,,,5.03944,30.9098,42.0651,,,5.03972,41.64357,53.8719,,,5.03944,38.05547,50.05479,,,5.03944,32.98914,43.58988,,,5.03972,33.79428,45.3907,,,5.04,34.02882,45.37602,,,5.04,34.20675,45.42256,,,5.03944,35.61949,46.9817,,,5.03972,35.9697,47.21278,,,5.03972,31.97549,43.11072,,,5.03944,37.25199,48.79726,,,5.03972,30.94708,43.97821,,,5.03972,27.09319,39.88182,,,5.04,42.38722,55.01464,,,5.03944,38.71684,51.11319,,,5.03972,40.59033,53.53937,,,5.03917,42.58634,54.68079,
5.18139,26.95946,38.31879,,,5.18111,25.65904,36.49632,,,5.18111,37.64938,49.05344,,,5.18111,30.83955,41.97536,,,5.18139,41.59255,53.9183,,,5.18139,38.17179,49.88342,,,5.18139,32.87065,43.38799,,,5.18167,33.5886,45.07592,,,5.18139,33.71949,44.96486,,,5.18139,34.03244,45.40655,,,5.18111,35.45176,46.87206,,,5.18111,35.88923,46.956,,,5.18139,31.99441,42.86073,,,5.18111,37.13666,48.54455,,,5.18139,30.98051,44.07024,,,5.18167,27.02203,39.8427,,,5.18167,42.31679,54.89521,,,5.18111,38.65526,51.17142,,,5.18139,40.94949,53.26215,,,5.18083,42.56062,54.61727,
5.32278,26.73075,38.21523,,,5.32278,25.98092,36.37337,,,5.32278,37.49762,49.1065,,,5.32306,30.78045,41.96773,,,5.32306,41.47888,53.72353,,,5.32306,37.95921,49.70729,,,5.32306,32.68026,43.32204,,,5.32306,33.53938,45.0918,,,5.32306,33.51426,44.81232,,,5.32306,33.92451,45.13789,,,5.32278,35.49152,46.66992,,,5.32306,35.58985,47.00893,,,5.32306,31.55971,42.86188,,,5.32278,36.96677,48.46297,,,5.32278,30.99143,43.98946,,,5.32306,27.09113,39.88322,,,5.32333,42.27402,54.97932,,,5.32306,38.58843,51.05318,,,5.32306,40.85946,53.19485,,,5.3225,42.55816,54.55903,
5.46444,26.83365,38.20304,,,5.46417,25.8114,36.30576,,,5.46472,37.42397,49.0912,,,5.46444,30.72524,41.71516,,,5.46472,41.48979,53.81694,,,5.46472,37.94631,49.79306,,,5.46444,32.58852,43.33188,,,5.46472,33.31099,44.8597,,,5.465,33.41631,44.76407,,,5.46472,33.80323,45.16348,,,5.46472,35.33828,46.48495,,,5.46472,35.60857,46.8604,,,5.46472,31.60459,42.74242,,,5.46472,36.92157,48.46461,,,5.46444,30.93855,44.04887,,,5.46472,27.02788,39.78379,,,5.46472,42.28048,55.22615,,,5.46444,38.68714,50.91612,,,5.46472,40.25328,53.39865,,,5.46417,42.51066,54.50254,
5.60639,26.79164,37.9358,,,5.60639,25.68986,36.14618,,,5.60639,37.3471,49.13605,,,5.60583,30.57375,41.74012,,,5.60611,41.41879,53.56861,,,5.60611,37.86176,49.5528,,,5.60639,32.47268,43.06518,,,5.60667,33.21395,44.80264,,,5.60639,33.53836,44.74607,,,5.60667,33.88017,45.17706,,,5.60583,35.19231,46.41209,,,5.60611,35.42515,46.77995,,,5.60611,31.48932,42.65114,,,5.60611,36.77576,48.31776,,,5.60611,31.04972,44.08799,,,5.60667,27.04867,39.98933,,,5.60639,42.26612,55.05649,,,5.60583,38.61718,51.12136,,,5.60667,40.75017,53.20796,,,5.60583,42.37101,54.37146,
5.74806,26.89584,37.80726,,,5.74778,25.52363,36.16457,,,5.74806,37.36193,49.06989,,,5.7475,30.54866,41.87288,,,5.74806,41.44474,53.6946,,,5.74778,37.84818,49.765,,,5.74806,32.33912,42.86055,,,5.74833,33.20051,44.64558,,,5.74806,33.34325,44.54846,,,5.74806,33.68091,45.02851,,,5.7475,35.16932,46.27799,,,5.7475,35.28246,46.57236,,,5.74806,31.37363,42.56764,,,5.74778,36.55048,48.00194,,,5.74778,30.91485,44.21551,,,5.74778,27.16162,39.9514,,,5.74806,42.32443,55.10052,,,5.7475,38.5915,51.09088,,,5.74778,40.6975,53.15734,,,5.74722,42.40966,54.34615,
5.88917,26.57676,37.90026,,,5.88944,25.29514,36.10489,,,5.88972,37.15982,48.88552,,,5.88944,30.48398,41.75546,,,5.88917,41.2957,53.56933,,,5.88944,37.65275,49.65477,,,5.88944,32.28445,42.79014,,,5.88972,33.11638,44.75674,,,5.88972,33.21239,44.47027,,,5.88972,33.58695,44.88101,,,5.88889,35.08181,46.26453,,,5.88917,35.18944,46.50211,,,5.88944,31.37925,42.53459,,,5.88944,36.57829,47.95856,,,5.88917,31.05099,44.13342,,,5.88944,27.16701,39.96401,,,5.88944,42.15914,54.82763,,,5.88917,38.57146,50.95341,,,5.88944,40.66265,52.82664,,,5.88889,42.38996,54.36733,
6.03083,26.76247,37.74573,,,6.03056,25.4047,35.9344,,,6.03083,37.14219,48.87833,,,6.03083,30.5541,41.74786,,,6.03111,41.31948,53.66252,,,6.03111,37.74996,49.52432,,,6.03083,31.9827,43.0541,,,6.03111,32.92198,44.44241,,,6.03139,33.30031,44.30662,,,6.03139,33.46435,44.80539,,,6.03056,34.99431,46.1543,,,6.03083,35.26735,46.44753,,,6.03111,31.02632,42.23303,,,6.03083,36.38693,47.79399,,,6.03083,31.0118,44.2406,,,6.03111,27.08013,39.981,,,6.03139,42.14309,54.85177,,,6.03111,38.47374,50.99826,,,6.03083,40.5872,52.9913,,,6.03056,42.26981,54.26114,
6.17278,26.47533,37.68824,,,6.17222,25.36572,35.81829,,,6.17278,37.29376,48.88396,,,6.1725,30.47654,41.53214,,,6.17278,41.12847,53.49827,,,6.1725,37.71715,49.3264,,,6.1725,32.01131,42.74856,,,6.17306,33.00519,44.30597,,,6.17278,33.00351,44.27572,,,6.17278,33.39222,44.47603,,,6.1725,34.82584,46.02671,,,6.1725,35.01235,46.3811,,,6.17278,30.97557,42.02995,,,6.17278,36.3466,47.72542,,,6.1725,31.12771,44.19814,,,6.17278,27.11694,40.04212,,,6.17278,42.15588,54.83901,,,6.17278,38.59865,50.8706,,,6.1725,40.49943,52.8433,,,6.17222,42.29948,54.20266,
6.31444,26.22768,37.61238,,,6.31389,25.21857,35.68375,,,6.31444,37.1682,48.93255,,,6.31417,30.33384,41.76351,,,6.31417,41.04298,53.44639,,,6.31417,37.6404,49.39236,,,6.31417,31.89235,42.59987,,,6.31472,32.71259,44.25955,,,6.31444,32.82839,44.26604,,,6.31417,33.27982,44.6423,,,6.31417,34.76885,45.87596,,,6.31417,34.9958,46.14713,,,6.31417,30.95029,41.95243,,,6.31444,36.1854,47.69488,,,6.31444,31.09811,44.11508,,,6.31444,27.08173,39.87452,,,6.31444,42.29469,54.95703,,,6.31417,38.541,50.99504,,,6.31417,40.52816,52.88782,,,6.31417,42.25383,54.18747,
6.45611,26.23053,37.56835,,,6.45583,25.02019,35.64482,,,6.45611,37.17653,48.7553,,,6.45583,30.25433,41.53151,,,6.45556,41.05943,53.4301,,,6.45583,37.4414,49.29409,,,6.45556,31.82686,42.67876,,,6.45611,32.69464,44.00241,,,6.45639,32.85942,44.1541,,,6.45611,33.23578,44.38008,,,6.45583,34.74768,45.88929,,,6.45583,35.04241,46.03153,,,6.45611,30.81746,41.88017,,,6.45583,36.04097,47.5443,,,6.45583,31.11191,44.17582,,,6.45611,27.0063,39.8922,,,6.45611,42.29826,54.95006,,,6.45556,38.49845,50.83401,,,6.45583,40.4718,52.80154,,,6.45556,42.16087,54.23106,
6.59778,26.07202,37.57195,,,6.59722,25.11496,35.41863,,,6.5975,37.10955,48.66198,,,6.5975,30.17122,41.496,,,6.59722,41.07307,53.35225,,,6.5975,37.38698,49.23865,,,6.59722,31.89476,42.24673,,,6.5975,32.53216,44.11852,,,6.59778,32.75271,44.05878,,,6.59778,33.10046,44.38808,,,6.5975,34.54347,45.92182,,,6.5975,34.82505,46.16257,,,6.59722,30.66298,41.6221,,,6.59722,35.9843,47.39522,,,6.5975,31.07424,44.2112,,,6.59778,27.09353,39.86189,,,6.59778,42.0643,54.79057,,,6.5975,38.42545,50.78884,,,6.5975,40.35161,52.77286,,,6.5975,42.15468,53.98269,
6.73944,26.14885,37.33714,,,6.73889,24.8342,35.35986,,,6.73944,36.96114,48.70149,,,6.73889,30.19954,41.2973,,,6.73889,40.87467,53.22858,,,6.73917,37.27386,49.36004,,,6.73917,31.57344,42.28335,,,6.73917,32.3476,43.9302,,,6.73972,32.78673,43.96753,,,6.73917,33.01582,44.20256,,,6.73861,34.46843,45.5599,,,6.73917,34.6986,45.95057,,,6.73944,30.72633,41.5595,,,6.73889,35.88893,47.28448,,,6.73889,31.10994,44.15863,,,6.73944,27.10079,39.86702,,,6.73917,42.09395,54.74863,,,6.73889,38.37514,50.77881,,,6.73917,40.23845,52.74701,,,6.73889,42.11383,53.92495,
6.88056,25.89715,37.41238,,,6.88056,25.02374,35.44264,,,6.88056,36.94374,48.63791,,,6.88083,30.05558,41.3428,,,6.88056,40.83017,53.13812,,,6.88083,37.38416,49.23228,,,6.88083,31.61768,42.21437,,,6.88083,32.233,43.82966,,,6.88083,32.6769,43.76128,,,6.88083,32.94454,44.27763,,,6.88056,34.41996,45.5728,,,6.88083,34.6652,45.77562,,,6.88111,30.40873,41.42555,,,6.88056,35.77024,47.19598,,,6.88056,31.10089,44.16782,,,6.88111,27.11851,39.88736,,,6.88111,42.14704,54.85955,,,6.88056,38.35164,50.77248,,,6.88083,40.15962,52.65434,,,6.88028,41.98169,53.94381,
7.0225,26.09113,37.3158,,,7.02194,24.74949,35.3953,,,7.02222,36.87795,48.7042,,,7.0225,30.07285,41.25287,,,7.02194,40.85995,53.31756,,,7.02222,37.26228,49.09197,,,7.02222,31.45136,42.14806,,,7.02222,32.20645,43.72199,,,7.02278,32.57681,43.58851,,,7.02222,32.79967,43.99965,,,7.02194,34.34475,45.54803,,,7.0225,34.57471,45.76859,,,7.0225,30.29884,41.34808,,,7.02194,35.75256,47.21347,,,7.0225,31.10703,44.12851,,,7.02278,27.15465,39.84013,,,7.02278,42.03158,54.76951,,,7.02222,38.38626,50.82519,,,7.0225,40.22063,52.63653,,,7.02194,42.06573,53.83727,
7.16417,26.0412,36.99587,,,7.16361,24.63524,35.26024,,,7.16389,36.86412,48.63846,,,7.16417,29.95518,41.20152,,,7.16361,40.88795,53.21053,,,7.16389,37.23358,48.99397,,,7.16417,31.31462,42.00905,,,7.16389,32.00778,43.67025,,,7.16444,32.36321,43.57759,,,7.16389,32.72098,43.93084,,,7.16389,34.31098,45.48115,,,7.16417,34.52721,45.78717,,,7.16417,30.17527,41.29613,,,7.16361,35.60936,46.99767,,,7.16389,31.08111,44.14415,,,7.16389,27.13233,40.08512,,,7.16417,41.94771,54.60952,,,7.16389,38.26429,50.74889,,,7.16417,40.18288,52.64917,,,7.16333,42.04669,53.92892,
7.30556,25.77964,37.05813,,,7.30528,24.90265,35.21983,,,7.30556,36.87703,48.42789,,,7.30556,29.9575,41.10454,,,7.30528,40.8024,53.04297,,,7.30583,37.12646,48.77069,,,7.30583,31.26804,42.06188,,,7.30556,32.05076,43.55653,,,7.30556,32.21587,43.37486,,,7.30556,32.67984,43.96538,,,7.30528,34.19929,45.38465,,,7.30583,34.34378,45.42046,,,7.30556,30.23943,41.28475,,,7.30556,35.48244,46.84939,,,7.30556,31.11026,44.19337,,,7.30556,27.18719,40.02058,,,7.30583,42.01666,54.71224,,,7.30556,38.24779,50.5703,,,7.30556,40.04247,52.53103,,,7.305,41.96346,53.81455,
7.44722,25.53398,36.95716,,,7.44667,24.6503,35.17095,,,7.44722,36.84935,48.39414,,,7.44722,29.87641,40.99157,,,7.44694,40.75328,53.02631,,,7.44694,37.18202,48.97669,,,7.4475,31.19695,41.85128,,,7.44722,31.90785,43.59427,,,7.44722,32.23709,43.47029,,,7.44722,32.51505,43.67136,,,7.44722,34.06764,45.34152,,,7.44694,34.29463,45.48922,,,7.4475,30.03269,41.1701,,,7.44722,35.3868,46.64517,,,7.44722,31.0734,44.12831,,,7.44722,27.26938,40.01094,,,7.4475,42.19476,54.73074,,,7.44694,38.34105,50.74625,,,7.4475,40.0597,52.50175,,,7.44667,41.97132,53.83547,
7.58861,25.79248,36.88466,,,7.58861,24.64144,34.90306,,,7.58889,36.68128,48.47301,,,7.58861,29.74639,40.9438,,,7.58861,40.75136,53.13189,,,7.58861,37.24606,48.74173,,,7.58861,31.10713,41.88978,,,7.58889,31.8675,43.22932,,,7.58889,32.22976,43.23418,,,7.58889,32.49394,43.70582,,,7.58833,34.0084,45.14047,,,7.58861,34.30784,45.42333,,,7.58861,30.08068,41.07013,,,7.58889,35.2518,46.63379,,,7.58889,31.12081,44.15198,,,7.58889,27.21127,40.04041,,,7.58861,42.13635,54.68543,,,7.58861,38.28261,50.63824,,,7.58917,40.06093,52.33908,,,7.58833,41.75829,53.74239,
7.73028,25.66804,36.95213,,,7.73028,24.57044,34.95754,,,7.73028,36.57836,48.38628,,,7.73028,29.74938,40.86931,,,7.73028,40.62658,52.88177,,,7.73,36.90039,48.79015,,,7.73028,31.05851,41.78707,,,7.73083,31.77946,43.31891,,,7.73056,32.12492,43.18808,,,7.73083,32.40278,43.63763,,,7.73,34.00978,45.26821,,,7.73,34.01348,45.39582,,,7.73056,29.92882,40.83603,,,7.73,35.29738,46.6626,,,7.73056,31.10766,44.1189,,,7.73056,27.31724,40.02509,,,7.73056,41.96306,54.6308,,,7.73,38.20407,50.51551,,,7.73056,40.06129,52.31033,,,7.73,41.81929,53.68363,
7.87194,25.71494,36.76951,,,7.87167,24.70785,34.94131,,,7.87222,36.61654,48.4554,,,7.87194,29.75475,40.93803,,,7.87194,40.59071,52.85071,,,7.87167,37.10151,48.56186,,,7.87194,31.04579,41.66495,,,7.8725,31.56862,43.29303,,,7.87194,31.91918,43.32682,,,7.87222,32.35989,43.40118,,,7.87167,33.91689,45.03844,,,7.87167,34.06799,45.19577,,,7.87194,29.91121,40.64988,,,7.87194,35.13467,46.39222,,,7.87222,31.14188,44.1974,,,7.87222,27.38073,40.04096,,,7.87222,42.14443,54.81525,,,7.87167,38.30544,50.57545,,,7.87222,40.04607,52.40276,,,7.87139,41.70638,53.56816,
8.01361,25.71218,36.86661,,,8.01361,24.53643,34.85432,,,8.01361,36.64317,48.30445,,,8.01333,29.67105,40.77473,,,8.01361,40.52534,52.83522,,,8.01361,36.94822,48.89464,,,8.01333,30.98601,41.51969,,,8.01361,31.84033,43.05952,,,8.01361,31.95101,43.06236,,,8.01361,32.17242,43.45651,,,8.01333,33.76634,44.80274,,,8.01361,34.01138,45.16022,,,8.01361,29.88263,40.67607,,,8.01361,35.07551,46.39617,,,8.01361,31.17157,44.1298,,,8.01361,27.35791,39.88988,,,8.01389,42.03021,54.60601,,,8.01361,38.18236,50.5059,,,8.01361,40.01908,52.52635,,,8.01306,41.63967,53.57211,
8.155,25.62439,36.63418,,,8.155,24.2498,34.8373,,,8.15556,36.4791,48.32315,,,8.155,29.62531,40.63435,,,8.155,40.40079,52.93181,,,8.15528,36.89812,48.68539,,,8.155,30.91735,41.49855,,,8.15556,31.63949,42.95424,,,8.15528,31.84604,43.06488,,,8.15528,32.28869,43.29906,,,8.15472,33.72936,44.80924,,,8.155,33.90958,44.94558,,,8.155,29.74137,40.50061,,,8.15528,35.09907,46.26784,,,8.155,31.08913,44.12795,,,8.15556,27.35637,40.01111,,,8.15528,42.08443,54.76225,,,8.155,38.27344,50.44157,,,8.15528,39.84459,52.48326,,,8.15472,41.65176,53.39994,
8.29667,25.57468,36.66759,,,8.29639,24.1271,34.54644,,,8.29694,36.47479,48.24634,,,8.29639,29.65443,40.72149,,,8.29694,40.50508,52.77044,,,8.29667,36.9603,48.6766,,,8.29667,30.77608,41.38715,,,8.29722,31.52394,42.8265,,,8.29694,31.99322,42.90477,,,8.29667,32.18037,43.36698,,,8.29639,33.78624,44.85141,,,8.29667,33.90242,45.02852,,,8.29667,29.56145,40.57355,,,8.29667,34.93293,46.15341,,,8.29667,31.14495,44.02682,,,8.29722,27.41026,39.94869,,,8.29722,42.07401,54.59409,,,8.29667,38.20981,50.51148,,,8.29667,39.98432,52.32757,,,8.29639,41.6363,53.54629,
8.43861,25.40785,36.69223,,,8.43806,24.28176,34.52415,,,8.43833,36.64246,48.036,,,8.43806,29.58693,40.6205,,,8.43861,40.33081,52.67449,,,8.43833,36.80987,48.48266,,,8.43806,30.75057,41.2705,,,8.43833,31.51671,42.75133,,,8.43861,31.82069,42.8449,,,8.43861,32.14999,43.15337,,,8.43806,33.65598,44.76818,,,8.43833,33.7645,44.85233,,,8.43833,29.40079,40.524,,,8.43833,34.81704,45.95159,,,8.43833,31.11914,44.13711,,,8.43889,27.44969,39.89364,,,8.43833,42.03153,54.81256,,,8.43861,38.2014,50.68283,,,8.43833,39.74032,52.13695,,,8.43778,41.5487,53.48577,
8.58,25.72884,36.54086,,,8.57972,24.17679,34.52694,,,8.58,36.48532,48.15738,,,8.57972,29.53498,40.47629,,,8.57972,40.37391,52.57185,,,8.58028,36.88285,48.50293,,,8.58,30.68207,41.31666,,,8.58,31.50233,42.85224,,,8.58028,31.80211,42.73892,,,8.58,32.03664,43.05002,,,8.57972,33.61602,44.62462,,,8.57972,33.6357,44.82036,,,8.57972,29.47565,40.26567,,,8.58,34.69415,46.03378,,,8.57972,31.1716,44.06035,,,8.58056,27.47115,39.90247,,,8.58,42.03309,54.57238,,,8.58028,38.10265,50.45172,,,8.58,39.79887,52.20096,,,8.57972,41.52989,53.49819,
8.72167,25.44793,36.49016,,,8.72139,24.27362,34.61634,,,8.72167,36.35888,48.09673,,,8.72139,29.51333,40.59964,,,8.72139,40.29321,52.49361,,,8.72194,36.68465,48.41573,,,8.72167,30.74085,41.18314,,,8.72167,31.26497,42.72447,,,8.72194,31.7236,42.73421,,,8.72167,31.93307,42.99388,,,8.72111,33.54183,44.41,,,8.72139,33.68351,44.78365,,,8.72139,29.39001,40.16081,,,8.72167,34.56055,45.80128,,,8.72139,31.12807,44.19257,,,8.72194,27.46683,39.96751,,,8.72167,41.93599,54.52625,,,8.72167,38.07287,50.4103,,,8.72167,39.93085,52.22367,,,8.72139,41.53668,53.37612,
8.86333,25.10152,36.30496,,,8.86278,24.21755,34.44465,,,8.86333,36.51236,48.0735,,,8.86306,29.49083,40.51748,,,8.86306,40.28423,52.47275,,,8.86333,36.76248,48.33163,,,8.86333,30.55185,41.03001,,,8.86333,31.32744,42.65513,,,8.86361,31.67327,42.64182,,,8.86306,31.85783,42.96081,,,8.86278,33.36359,44.40816,,,8.86333,33.63105,44.76503,,,8.86333,29.3377,40.1714,,,8.86306,34.61633,45.8216,,,8.86333,31.12587,44.10875,,,8.86361,27.49077,39.85852,,,8.86333,42.09992,54.7319,,,8.86333,38.0766,50.37628,,,8.86306,39.84086,52.16588,,,8.86306,41.44757,53.2955,
9.005,25.27688,36.25962,,,9.00472,23.9071,34.36964,,,9.00472,36.34512,48.19283,,,9.00444,29.41429,40.39208,,,9.00472,40.03019,52.54083,,,9.005,36.55715,48.23693,,,9.005,30.54928,40.97101,,,9.00472,31.24553,42.36978,,,9.005,31.70925,42.56083,,,9.00472,31.83561,42.88566,,,9.00444,33.34943,44.37723,,,9.005,33.53771,44.56683,,,9.00472,29.20157,40.08937,,,9.005,34.559,45.48842,,,9.005,31.20463,44.14924,,,9.00472,27.46917,39.78588,,,9.005,42.02995,54.51775,,,9.00472,38.07743,50.38157,,,9.00472,39.78779,52.13644,,,9.00444,41.47594,53.32442,
9.14639,25.21765,36.35674,,,9.14639,23.75066,34.3414,,,9.14639,36.48034,48.05557,,,9.14611,29.32611,40.40937,,,9.14611,40.18472,52.56463,,,9.14667,36.83178,48.2548,,,9.14667,30.44489,40.83923,,,9.14639,31.00629,42.5585,,,9.14667,31.49589,42.41631,,,9.14639,31.77184,42.85376,,,9.14639,33.23081,44.31764,,,18.36333,29.58969,40.61287,,,9.14639,29.09276,40.00046,,,9.14667,34.49209,45.57888,,,9.14667,31.0438,43.96446,,,9.14639,27.43448,39.98795,,,9.14694,41.88972,54.44811,,,9.14639,38.07191,50.37372,,,9.14667,39.74928,52.06308,,,9.14611,41.42851,53.04811,
