TOS_REF[h],X_CH4_REF [%],X_CO2_REF [%],Coke_REF [w%],,TOS_REF_2[h],X_CH4_REF_2 [%],X_CO2_REF_2 [%],Coke_REF_2 [w%],,TOS_1Mn [h],X_CH4_1Mn [%],X_CO2_1Mn [%],Coke_1Mn [w%],,TOS_1Mn_2 [h],X_CH4_1Mn_2 [%],X_CO2_1Mn_2 [%],Coke_1Mn_2 [w%],,TOS_0.5Mn [h],X_CH4_0.5Mn [%],X_CO2_0.5Mn [%],Coke_0.5Mn [w%],,TOS_0.5Mn_2 [h],X_CH4_0.5Mn_2 [%],X_CO2_0.5Mn_2 [%],Coke_0.5Mn_2 [w%],,TOS_0.25Mn [h],X_CH4_0.25Mn [%],X_CO2_0.25 Mn [%],Coke_0.25Mn [w%],,TOS_0.25Mn_2 [h],X_CH4_0.25Mn_2 [%],X_CO2_0.25 Mn_2 [%],Coke_0.25Mn_2 [w%],,TOS_1Cr [h],X_CH4_1Cr [%],X_CO2_1Cr [%],Coke_1Cr [w%],,TOS_1Cr_2 [h],X_CH4_1Cr_2 [%],X_CO2_1Cr_2 [%],Coke_1Cr_2 [w%],,TOS-0.5Cr [h],X_CH4_0.5Cr [%],X_CO2_0.5Cr [%],Coke_0.5Cr [w%],,TOS-0.5Cr_2 [h],X_CH4_0.5Cr_2 [%],X_CO2_0.5Cr_2 [%],Coke_0.5Cr_2 [w%],,TOS_0.25Cr [h],X_CH4_0.25Cr [%],X_CO2_0.25Cr [%],Coke_0.25Cr [w%],,TOS_0.25Cr_2 [h],X_CH4_0.25Cr_2 [%],X_CO2_0.25Cr_2 [%],Coke_0.25Cr_2 [w%],,TOS_1Fe [h],X_CH4_1Fe [%],X_CO2_1Fe [%],Coke_1Fe [w%],,TOS_1Fe_2 [h],X_CH4_1Fe_2 [%],X_CO2_1Fe_2 [%],Coke_1Fe_2 [w%],,TOS_0.5Fe [h],X_CH4_0.5Fe [%],X_CO2_0.5Fe [%],Coke_0.5Fe [w%],,TOS_0.5Fe_2 [h],X_CH4_0.5Fe_2 [%],X_CO2_0.5Fe_2 [%],Coke_0.5Fe_2 [w%],,TOS_0.25Fe [h],X_CH4_0.25Fe [%],X_CO2_0.25Fe [%],Coke_0.25Fe [w%],,TOS_0.25Fe_2 [h],X_CH4_0.25Fe_2 [%],X_CO2_0.25Fe_2 [%],Coke_0.25Fe_2 [w%]
9.28833,25.14545,36.07263,,,9.28806,23.84587,34.25047,,,9.28806,36.26893,47.94914,,,9.28778,29.32762,40.3143,,,9.28806,40.15543,52.24614,,,9.28806,36.60878,48.17007,,,9.28806,30.30852,40.73019,,,9.28833,31.12633,42.15395,,,9.28861,31.51185,42.30658,,,9.28833,31.73348,42.74347,,,9.28778,33.26452,44.2659,,,18.50472,29.55428,40.63863,,,9.28806,29.01649,39.88217,,,9.28806,34.37627,45.50826,,,9.28833,31.20065,44.21366,,,9.28806,27.50289,39.81336,,,9.28861,41.95133,54.57513,,,9.28778,38.07442,50.32117,,,9.28806,39.78333,52.02959,,,9.28778,41.287,53.24994,
9.42972,25.01056,36.04364,,,9.42944,23.98337,34.12521,,,9.42944,36.29499,47.80085,,,9.42972,29.2642,40.3405,,,9.43,40.19006,52.28688,,,9.42972,36.5509,48.15935,,,9.43,30.29005,40.86376,,,9.43,30.99586,42.35376,,,9.43028,31.47356,42.12878,,,9.42972,31.65041,42.54402,,,9.42917,33.14623,44.12927,,,18.64639,29.52586,40.705,,,9.42972,28.9571,39.77623,,,9.42944,34.29248,45.50783,,,9.43,31.07043,44.18193,,,9.43,27.4397,39.93715,,,9.43,41.90081,54.6053,,,9.42944,38.02708,50.23316,,,9.42972,39.62559,51.84586,,,9.42944,41.4318,53.18206,
9.57167,24.67909,36.20185,,,9.57111,23.8793,34.14644,,,9.57139,36.23957,47.82346,,,9.57111,29.19348,40.23508,,,9.57111,40.10675,52.29539,,,9.57139,36.46252,48.13403,,,9.57167,30.2119,40.63458,,,9.57139,30.93353,42.27398,,,9.57167,31.3602,42.17989,,,9.57139,31.55397,42.34727,,,9.57111,33.05524,44.24,,,18.78806,29.6046,40.44844,,,9.57139,28.90825,39.64789,,,9.57111,34.23785,45.40268,,,9.57167,31.1654,44.20245,,,9.57111,27.51095,39.8467,,,9.57139,41.98971,54.65032,,,9.57111,37.94802,50.24816,,,9.57167,39.61415,51.70358,,,9.57111,41.3364,53.10379,
9.71278,24.81893,35.96204,,,9.71306,23.85239,34.02988,,,9.71306,36.11958,47.80877,,,9.71278,29.09551,40.2519,,,9.71278,39.97862,52.34221,,,9.71278,36.48431,47.93886,,,9.71306,30.11134,40.44268,,,9.71306,30.85586,42.2405,,,9.71306,31.16719,42.03352,,,9.71306,31.48432,42.44806,,,9.71306,33.01906,43.95665,,,18.92972,29.57665,40.33648,,,9.71333,28.73659,39.68646,,,9.71278,34.0337,45.11423,,,9.71333,31.10682,44.00568,,,9.71278,27.31872,39.79338,,,9.71306,41.90885,54.51445,,,9.7125,37.97377,50.0969,,,9.71333,39.50952,51.76348,,,9.71278,41.18275,52.93196,
9.85472,24.81634,35.89912,,,9.85417,23.60411,33.94405,,,9.85472,36.19833,47.82423,,,9.85444,28.96055,39.9719,,,9.85444,39.93909,52.20768,,,9.85444,36.2956,47.97647,,,9.85472,29.99773,40.41955,,,9.85472,30.74653,41.93828,,,9.85472,31.14545,42.08652,,,9.85472,31.33063,42.41816,,,9.85444,32.97467,44.04941,,,19.07139,29.51203,40.37653,,,9.85472,28.62856,39.52172,,,9.85417,33.94216,45.13311,,,9.85472,31.15359,44.12318,,,9.85444,27.35604,39.88291,,,9.855,41.92448,54.59213,,,9.85444,37.93705,50.1886,,,9.855,39.47232,51.78121,,,9.85444,41.00322,53.03701,
9.99611,24.59882,35.91371,,,9.99583,23.67733,34.0481,,,9.99639,36.14514,47.72025,,,9.99583,28.95408,39.93668,,,9.99583,39.91341,51.99492,,,9.99611,36.292,47.9061,,,9.99611,29.9652,40.4132,,,9.99639,30.64699,41.91116,,,9.99611,31.23404,41.95316,,,9.99639,31.33705,42.37764,,,9.99611,32.76009,43.84356,,,19.21306,29.45499,40.45536,,,9.99639,28.6267,39.60165,,,9.99583,33.8108,44.9051,,,9.99639,31.18234,44.09334,,,9.99639,27.32804,40.02199,,,9.99667,41.6895,54.43669,,,9.99583,37.90403,50.14955,,,9.99639,39.41153,51.65646,,,9.99556,41.13248,52.96902,
10.13806,24.59138,35.92274,,,10.1375,23.57505,33.9039,,,10.13806,36.05971,47.72414,,,10.1375,28.80452,39.94146,,,10.1375,39.86846,52.03038,,,10.13778,36.2375,47.91045,,,10.1375,29.86952,40.2479,,,10.13806,30.63495,41.72308,,,10.13778,31.01637,41.85815,,,10.1375,31.30299,42.43919,,,10.1375,32.75531,43.77721,,,19.35444,29.46231,40.59299,,,10.13806,28.50967,39.34109,,,10.13778,33.90437,44.83161,,,10.13833,31.12714,44.12831,,,10.13778,27.35292,39.82879,,,10.13778,41.94315,54.53046,,,10.1375,37.80628,50.04499,,,10.13833,39.40146,51.66282,,,10.13722,41.11268,52.91065,
10.27972,24.69132,35.85034,,,10.27944,23.48762,33.91563,,,10.27972,35.89203,47.70465,,,10.27917,28.85972,39.8498,,,10.27917,39.77226,51.9945,,,10.27972,36.0897,47.98098,,,10.27917,29.76057,40.17506,,,10.27972,30.41952,41.71939,,,10.27944,30.86921,41.87141,,,10.27917,31.20313,42.39902,,,10.27889,32.76043,43.60604,,,19.49611,29.3533,40.39303,,,10.27972,28.41001,39.26679,,,10.27944,33.68265,44.72575,,,10.27972,31.11314,44.17465,,,10.27944,27.17357,39.92799,,,10.27944,41.95464,54.54231,,,10.27944,37.77316,50.04988,,,10.27972,39.3966,51.54378,,,10.27889,41.06647,52.79274,
10.42139,24.53133,35.86858,,,10.42111,23.55437,33.86622,,,10.42083,36.01107,47.63792,,,10.42056,28.88832,39.92472,,,10.42083,39.77066,51.93737,,,10.42111,36.23141,47.70795,,,10.42111,29.61079,40.32237,,,10.42167,30.34563,41.66393,,,10.42083,30.80523,41.85363,,,10.42111,31.13535,42.15475,,,10.42083,32.72664,43.73758,,,19.63778,29.44021,40.35626,,,10.42167,28.34705,39.10374,,,10.42083,33.68419,44.84803,,,10.42111,31.10124,44.12191,,,10.42139,27.27185,39.8601,,,10.42083,41.73712,54.39087,,,10.42083,37.6859,50.13401,,,10.42167,39.30349,51.58696,,,10.42056,41.03283,52.79733,
10.56333,24.47674,35.79102,,,10.56278,23.52565,34.0134,,,10.5625,36.02925,47.55875,,,10.56222,28.74395,39.91981,,,10.5625,39.64449,51.95857,,,10.56278,36.17733,47.58981,,,10.5625,29.56971,40.0182,,,10.56333,30.23191,41.6456,,,10.56278,30.73469,41.61095,,,10.56278,31.10792,42.02119,,,10.5625,32.6403,43.54357,,,19.77944,29.26475,40.31774,,,10.56306,28.3088,39.17219,,,10.5625,33.5956,44.58714,,,10.56278,31.14839,43.88007,,,10.5625,27.23523,39.93046,,,10.56278,41.74276,54.38059,,,10.5625,37.70695,50.09537,,,10.56306,39.2458,51.57535,,,10.56194,40.92519,52.83848,
10.70444,24.66711,35.70568,,,10.70444,23.22244,33.92488,,,10.70417,35.75202,47.72765,,,10.70389,28.67764,39.76145,,,10.70417,39.62537,51.98763,,,10.70444,35.98228,47.60655,,,10.70417,29.46939,40.00951,,,10.70472,30.12371,41.46302,,,10.70444,30.62315,41.75347,,,10.70444,30.97207,42.15192,,,10.70417,32.50477,43.53836,,,19.92083,29.28671,40.22417,,,10.70472,28.18305,39.11882,,,10.70444,33.4947,44.40023,,,10.70444,31.12775,44.16568,,,10.70444,27.19936,39.87496,,,10.70444,41.69255,54.33777,,,10.70417,37.77368,49.91223,,,10.70444,39.22013,51.5295,,,10.70361,40.86258,52.71345,
10.84639,24.4668,35.72542,,,10.84611,23.25649,33.7546,,,10.84556,35.73236,47.53112,,,10.84528,28.68576,39.68379,,,10.84583,39.5538,51.91185,,,10.84611,35.92206,47.66967,,,10.84556,29.51584,39.78407,,,10.84611,30.04422,41.32008,,,10.84611,30.53103,41.51365,,,10.84611,30.98055,42.02905,,,10.84556,32.49815,43.46706,,,20.06278,29.35673,40.21023,,,10.84639,28.09839,38.9634,,,10.84611,33.40311,44.57456,,,10.84583,31.08984,44.19528,,,10.84583,27.1385,39.94123,,,10.84583,41.81335,54.5137,,,18.69778,35.79344,48.19136,,,10.84611,39.0895,51.46378,,,10.84528,40.78215,52.56761,
10.98806,24.35547,35.64026,,,10.98778,23.47142,33.66729,,,10.98722,35.72861,47.28353,,,10.98694,28.5902,39.44633,,,10.9875,39.71037,51.83124,,,10.98778,35.96858,47.51173,,,10.98722,29.37528,39.75537,,,10.98778,29.99346,41.27941,,,10.98778,30.54457,41.56976,,,10.98778,30.83273,41.85646,,,10.9875,32.42635,43.41076,,,20.20444,29.1485,40.1489,,,10.9875,28.05431,38.97684,,,10.9875,33.33368,44.43542,,,10.9875,31.05299,44.19444,,,10.9875,27.18115,39.78351,,,10.9875,41.69323,54.21231,,,18.83917,35.7684,48.20734,,,10.9875,39.11683,51.37185,,,10.98667,40.78538,52.65829,
11.12944,24.41248,35.65497,,,11.12917,23.41664,33.49651,,,11.12917,35.80543,47.33144,,,11.12889,28.50833,39.74408,,,11.12889,39.558,51.76111,,,11.12917,35.85655,47.52222,,,11.12889,29.21792,39.8517,,,11.12917,29.85123,41.29156,,,11.12944,30.48933,41.44624,,,11.12917,30.81356,41.78841,,,11.12889,32.33514,43.33276,,,20.34556,29.24061,40.03367,,,11.12917,28.04365,38.81587,,,11.12917,33.21867,44.47158,,,11.12944,31.11819,44.06579,,,11.12917,27.21165,39.74036,,,11.12917,41.7428,54.36161,,,18.98056,35.79643,48.09293,,,11.12917,39.05465,51.46215,,,11.12833,40.76164,52.65848,
11.27083,24.20355,35.5672,,,11.27056,23.30801,33.65106,,,11.27083,35.67304,47.39956,,,11.27028,28.4713,39.59598,,,11.27056,39.59116,51.68113,,,11.27083,35.79106,47.61954,,,11.27028,29.19057,39.79565,,,11.27083,29.87099,41.19083,,,11.27111,30.36811,41.34051,,,11.27083,30.78843,41.73446,,,11.27028,32.26278,43.21547,,,20.4875,29.2268,39.96159,,,11.27083,27.87177,38.72473,,,11.27056,33.12817,44.27017,,,11.27083,31.10337,44.17399,,,11.27083,27.12359,39.78581,,,11.27083,41.66074,54.28535,,,19.12222,35.82434,48.00284,,,11.27083,39.02642,51.20689,,,11.27028,40.7118,52.56643,
11.4125,24.37787,35.40443,,,11.4125,23.36303,33.46638,,,11.41194,35.62829,47.28031,,,11.41194,28.43395,39.42279,,,11.41194,39.52685,51.72616,,,11.41278,35.68969,47.51611,,,11.41222,29.11888,39.71727,,,11.4125,29.74658,41.04467,,,11.41278,30.29483,41.24245,,,11.41222,30.75766,41.63796,,,11.41194,32.19477,43.20251,,,20.62917,29.0865,39.99912,,,11.4125,27.8595,38.77746,,,11.41222,33.06219,44.19587,,,11.4125,31.0523,44.11513,,,11.4125,27.15829,39.85443,,,11.41222,41.57153,54.15415,,,19.26417,35.74384,47.97976,,,11.4125,38.99041,51.33833,,,11.41194,40.70234,52.5445,
11.55444,24.24046,35.39752,,,11.55389,23.16968,33.41356,,,11.55389,35.71193,47.36122,,,11.55333,28.33676,39.32078,,,11.55361,39.4585,51.69303,,,11.55417,35.69474,47.39756,,,11.55389,29.05216,39.59231,,,11.55417,29.72967,41.19259,,,11.55389,30.26452,41.31806,,,11.55389,30.68656,41.53194,,,11.55333,32.20425,43.1074,,,20.77083,29.13354,40.11727,,,11.55389,27.7464,38.59873,,,11.55389,32.98422,44.03364,,,11.55417,31.01033,44.04679,,,11.55389,27.04918,39.77664,,,11.55417,41.66402,54.5466,,,19.40583,35.72358,47.97899,,,11.55417,38.9883,51.30664,,,11.55333,40.50955,52.56576,
11.69611,24.19326,35.37103,,,11.69528,23.16157,33.47804,,,11.69556,35.57807,47.3887,,,11.695,28.31537,39.47031,,,11.69528,39.46244,51.68008,,,11.69583,35.74267,47.2033,,,11.69556,29.06953,39.66743,,,11.69583,29.76194,40.91491,,,11.69556,30.26379,41.11006,,,11.69556,30.51969,41.47133,,,11.69528,32.1081,42.97925,,,20.91222,29.16493,40.11257,,,11.69556,27.76418,38.63019,,,11.69556,32.82945,43.9557,,,11.69611,31.20103,43.97072,,,11.69556,27.09469,39.88231,,,11.69583,41.6119,54.25491,,,19.54722,35.71702,47.97372,,,11.69583,38.90893,51.40351,,,11.695,40.62751,52.56741,
11.8375,23.83569,35.45901,,,11.83694,23.33217,33.4366,,,11.83722,35.61331,47.24981,,,11.83694,28.26305,39.34509,,,11.83667,39.37582,51.51273,,,11.8375,35.47722,47.24015,,,11.83722,28.984,39.52456,,,11.8375,29.59603,40.84872,,,11.83722,30.1575,41.03483,,,11.83722,30.57446,41.38034,,,11.83694,32.02792,42.98646,,,21.05389,28.88898,40.02386,,,11.8375,27.72422,38.51289,,,11.83722,32.86875,43.8031,,,11.8375,31.02553,44.10461,,,11.83722,27.01158,39.83714,,,11.83722,41.55298,54.31515,,,19.68889,35.64293,47.95278,,,11.8375,38.92429,51.29805,,,11.83639,40.67828,52.34023,
11.97889,24.19206,35.49081,,,11.97861,23.04043,33.39049,,,11.97889,35.35096,47.14636,,,11.97861,28.24826,39.33227,,,11.97833,39.36291,51.5815,,,11.97917,35.5791,47.21557,,,11.97889,28.99576,39.37398,,,11.97944,29.52897,41.00672,,,11.97861,30.0995,40.95687,,,11.97889,30.52222,41.43285,,,11.97833,31.9543,42.87679,,,21.19583,28.968,39.98058,,,11.97889,27.58272,38.36732,,,11.97889,32.75963,44.01759,,,11.97917,31.07312,44.05739,,,11.97889,27.19274,39.71771,,,11.97861,41.56057,54.16987,,,19.83028,35.65542,47.82249,,,11.97889,38.79696,51.19158,,,11.97806,40.49418,52.32526,
12.12056,24.10304,35.17251,,,12.12028,23.03572,33.31888,,,12.12028,35.62313,47.13633,,,12.11972,28.12243,39.30622,,,12.12,39.30182,51.68828,,,12.12083,35.74165,46.98832,,,12.12056,28.82899,39.40871,,,12.12083,29.41176,40.78851,,,12.12028,30.06768,40.81652,,,12.12056,30.40705,41.51764,,,12.12,31.97665,42.89565,,,21.33694,29.00372,39.90271,,,12.12056,27.4886,38.50895,,,12.12056,32.6438,43.7527,,,12.12083,30.98094,44.13179,,,12.12028,27.05314,39.79601,,,12.12028,41.6573,54.39542,,,19.97222,35.63761,47.87193,,,12.12056,38.79043,51.09239,,,12.11944,40.54527,52.39489,
12.26222,24.15135,35.20509,,,12.26167,23.02344,33.20847,,,12.26167,35.50017,47.03309,,,12.26139,28.2035,39.14345,,,12.26194,39.20914,51.46105,,,12.26222,35.56226,47.24879,,,12.26194,28.82528,39.32501,,,12.26222,29.39661,40.86465,,,12.26222,30.04462,40.78059,,,12.26222,30.40901,41.32747,,,12.26167,31.90818,42.81123,,,21.47861,28.92735,39.91911,,,12.2625,27.41331,38.36155,,,12.26167,32.66746,43.73096,,,12.26222,30.97432,44.16417,,,12.26222,27.05405,39.75631,,,12.26194,41.56213,54.28811,,,20.11389,35.59697,47.84642,,,12.2625,38.78879,51.01993,,,12.26111,40.50078,52.3449,
12.40361,24.31614,35.18645,,,12.40361,22.78328,33.11211,,,12.40333,35.57048,47.09312,,,12.40306,28.09641,39.1426,,,12.40333,39.25584,51.45091,,,12.40361,35.53088,47.18116,,,12.40389,28.75546,39.28164,,,12.40389,29.26572,40.75239,,,12.40389,29.90652,40.77975,,,12.40333,30.3016,41.18729,,,12.40361,31.85397,42.91733,,,21.62028,29.02716,39.74208,,,12.40389,27.42209,38.34162,,,12.40333,32.57178,43.55933,,,12.40361,30.98486,43.89501,,,12.40361,27.09269,39.83241,,,12.40333,41.44863,54.08905,,,20.25528,35.66631,48.06003,,,12.40417,38.71352,50.97518,,,12.40278,40.45319,52.22082,
12.54583,23.99482,35.07149,,,12.54528,22.99957,33.29295,,,12.545,35.20612,47.14836,,,12.54444,28.08473,39.08419,,,12.545,39.14636,51.24423,,,12.54528,35.45673,47.01986,,,12.54528,28.71526,39.27009,,,12.54556,29.2427,40.6353,,,12.54528,29.92207,40.73165,,,12.545,30.21011,41.18132,,,12.54472,31.80833,42.67879,,,21.76194,28.94737,39.8072,,,12.54556,27.35022,38.05843,,,12.54472,32.54666,43.40422,,,12.54528,30.96365,44.10568,,,12.54528,27.04025,39.73869,,,12.54528,41.49247,54.31362,,,20.39694,35.5684,47.85396,,,12.54556,38.65121,51.1562,,,12.54444,40.40656,52.29024,
12.68694,23.94009,35.11551,,,12.68694,23.11461,33.27381,,,12.68667,35.48995,46.90952,,,12.68611,27.98504,38.95938,,,12.68667,39.09092,51.2996,,,12.68667,35.35881,47.10186,,,12.68694,28.64691,38.96567,,,12.68722,29.16028,40.62289,,,12.68694,29.94503,40.49803,,,12.68667,30.22462,41.23656,,,12.68667,31.81826,42.71222,,,21.90389,28.8523,39.71109,,,12.68722,27.34102,38.18083,,,12.68639,32.48402,43.38868,,,12.68694,30.98295,44.12168,,,12.68722,27.04386,39.68431,,,12.68694,41.49891,54.09451,,,20.53861,35.6012,47.54351,,,12.68694,38.63546,50.8994,,,12.68583,40.42301,52.24736,
12.82889,23.88536,35.15708,,,12.82833,22.77831,33.15291,,,12.82833,35.12431,47.01144,,,12.82778,27.98396,38.9028,,,12.82833,39.08274,51.14865,,,12.82833,35.43215,47.06124,,,12.82833,28.59559,39.11585,,,12.82889,29.14081,40.61879,,,12.82861,29.67334,40.64293,,,12.82833,30.26206,41.07941,,,12.82833,31.53168,42.63209,,,22.045,28.9481,39.71096,,,12.82861,27.25175,38.12718,,,12.82806,32.45278,43.30047,,,12.82833,31.09813,43.91105,,,12.82861,27.155,39.69565,,,12.82861,41.20945,54.16815,,,20.68028,35.48229,47.8204,,,12.82861,38.72444,50.89963,,,12.8275,40.27748,52.25352,
12.97028,23.84029,35.10074,,,12.97028,22.84294,33.16384,,,12.97,35.1865,47.12277,,,12.96972,27.89669,39.03946,,,12.97,38.98426,51.19092,,,12.97,35.07057,47.10535,,,12.96972,28.50363,38.89058,,,12.97056,29.1793,40.48265,,,12.97028,29.67452,40.78034,,,12.96972,30.11877,40.8944,,,12.97,31.56042,42.65235,,,22.18667,28.79503,39.77044,,,12.97,27.22992,38.10193,,,12.96972,32.28031,43.28438,,,12.97,30.95304,44.04191,,,12.97,27.10502,39.55502,,,12.97,41.64216,53.92634,,,20.82167,35.43841,47.65191,,,12.97028,38.61648,50.84231,,,12.96917,40.20115,52.06146,
13.11194,23.65853,34.9442,,,13.11194,23.13937,33.07178,,,13.11167,35.26621,46.84846,,,13.11111,27.93035,38.93356,,,13.11167,39.04888,51.11688,,,13.11167,35.20111,46.83977,,,13.11139,28.34326,38.98188,,,13.11222,29.08335,40.28239,,,13.11167,29.73937,40.7556,,,13.11139,30.01876,41.01538,,,13.11167,31.67494,42.49244,,,22.32833,28.75073,39.67018,,,13.11167,27.00078,37.86147,,,13.11139,32.21116,43.27037,,,13.11194,30.98776,44.07942,,,13.11167,27.07227,39.68345,,,13.11167,41.46144,54.20047,,,20.96361,35.5946,47.78709,,,13.11167,38.50881,50.74923,,,13.11083,40.21495,52.17939,
13.25333,23.96905,35.15005,,,13.25361,22.7211,33.07463,,,13.25306,35.20674,46.8199,,,13.25278,27.84684,38.80165,,,13.25333,38.93004,51.27778,,,13.25333,35.18516,46.86019,,,13.25306,28.44704,38.90687,,,13.25389,28.96232,40.37949,,,13.25361,29.68276,40.3367,,,13.25306,29.98463,40.88793,,,13.25278,31.53877,42.53594,,,22.47,28.81558,39.64719,,,13.25333,27.03178,37.92058,,,13.25333,32.21868,43.29913,,,13.25361,30.96906,44.00091,,,13.25306,26.92566,39.57569,,,13.25306,41.61613,54.05186,,,21.105,35.45511,47.75011,,,13.25333,38.52631,50.88259,,,13.2525,40.28145,51.97638,
13.39528,23.58372,35.22021,,,13.395,22.76023,33.0289,,,13.395,35.15162,46.75424,,,13.39444,27.73577,38.85124,,,13.395,38.8575,51.18951,,,13.395,35.16046,46.81973,,,13.39444,28.38128,38.81449,,,13.395,28.92738,40.18668,,,13.395,29.56306,40.47938,,,13.395,30.01989,41.0077,,,13.39444,31.47472,42.46276,,,22.61139,28.80277,39.70343,,,13.395,27.04067,37.78157,,,13.39444,32.216,43.03542,,,13.395,30.99278,43.89554,,,13.39472,26.96665,39.70365,,,13.395,41.58276,54.22982,,,21.24639,35.43735,47.64798,,,13.39528,38.47371,50.84549,,,13.39389,40.23834,52.19655,
13.53667,24.02607,34.81429,,,13.53639,22.74581,33.04032,,,13.53639,35.09174,46.67992,,,13.53583,27.68794,38.66574,,,13.53639,38.84194,51.25114,,,13.53639,35.09239,46.69206,,,13.53611,28.27605,38.79134,,,13.53667,28.92532,40.30997,,,13.53694,29.55407,40.2327,,,13.53639,29.917,40.72836,,,13.53611,31.48103,42.36242,,,22.75333,28.66678,39.66668,,,13.53639,26.96784,37.71441,,,13.53611,32.0142,42.91395,,,13.53667,30.92988,44.02294,,,13.53639,27.15497,39.66418,,,13.53667,41.52888,54.00303,,,21.38861,35.44955,47.71981,,,13.53667,38.37203,50.80347,,,13.53556,40.07876,51.81325,
13.67806,23.88573,34.72195,,,13.67806,22.74108,33.27515,,,13.67806,35.06523,46.89605,,,13.6775,27.86295,38.74411,,,13.67778,38.95123,51.02083,,,13.67806,35.04315,46.76137,,,13.67806,28.26191,38.73648,,,13.67833,28.59068,39.97596,,,13.67806,29.43913,40.25,,,13.67806,29.93387,40.77702,,,13.67806,31.44848,42.43922,,,22.89472,28.54758,39.60469,,,13.67833,26.65334,37.6828,,,13.67806,31.95926,42.88986,,,13.67833,30.92056,43.93889,,,13.67778,27.01209,39.62174,,,13.67833,41.43392,54.02978,,,21.52972,35.40748,47.58787,,,13.67806,38.51002,50.85712,,,13.67722,40.06788,51.92954,
13.82028,23.59082,34.78296,,,13.81944,22.77532,32.99438,,,13.81944,35.11606,46.6999,,,13.81917,27.71955,38.76811,,,13.81944,38.80127,50.95545,,,13.82,35.24584,46.60419,,,13.81972,28.20622,38.76731,,,13.82,28.71899,40.16121,,,13.81972,29.32075,40.18157,,,13.81972,29.73438,40.60696,,,13.81972,31.37183,42.36594,,,23.03639,28.59466,39.60538,,,13.82,26.93951,37.72731,,,13.81944,31.90401,42.89372,,,13.82028,31.03733,44.03643,,,13.81972,26.86747,39.7561,,,13.81972,41.46879,53.96016,,,21.67139,35.36989,47.70067,,,13.82,38.33373,50.57371,,,13.81889,40.03619,51.78989,
